Award Date,Grant Number,Proposal Number,Grant Title,State Name,Grantee Name,Award Dollars,Program Name,Program Area Name
9/30/09,2009-41310-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,87673,N/A,N/A
9/30/08,2008-41310-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,109954,N/A,N/A
9/30/07,2007-41310-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,127179,N/A,N/A
9/30/06,2006-41310-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,118186,N/A,N/A
9/30/05,2005-41310-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,118614,N/A,N/A
9/30/04,2004-41310-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,120778,N/A,N/A
9/30/03,2003-41310-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,114583,N/A,N/A
9/30/02,2002-41310-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,108646,N/A,N/A
9/30/10,2010-41300-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,131192,N/A,N/A
9/30/09,2009-41300-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,159014,N/A,N/A
9/30/08,2008-41300-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,197424,N/A,N/A
9/30/07,2007-41300-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,220694,N/A,N/A
9/30/06,2006-41300-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,246101,N/A,N/A
9/30/05,2005-41300-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,306489,N/A,N/A
9/30/04,2004-41300-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,281375,N/A,N/A
9/30/03,2003-41300-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,259817,N/A,N/A
9/30/02,2002-41300-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,254067,N/A,N/A
2/21/24,NI24SLBCXXXXG028,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1909061,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
11/23/22,NI23SLBCXXXXG005,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4773180,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
11/29/21,NI22SLBCXXXXG052,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4697700,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
12/11/20,NI21SLBCXXXXG036,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4624011,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
5/28/20,NI20SLBCXXXXG054,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4634695,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
2/19/19,NI19SLBCXXXXG046,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4645379,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
4/2/18,NI18SLBCXXXXG049,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4402946,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
5/22/17,NI17SLBCXXXXG003,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4413630,Cooperative Extension Programs at 1862 Land-Grant Institutions,"Smith-Lever 3B, 3C, and 3D Programs"
9/30/10,2010-41100-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4196051,N/A,N/A
9/30/09,2009-41100-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,4021977,N/A,N/A
9/30/08,2008-41100-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,3768915,N/A,N/A
9/30/07,2007-41100-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,3912472,N/A,N/A
9/30/06,2006-41100-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,3686288,N/A,N/A
9/30/05,2005-41100-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,3723977,N/A,N/A
9/30/04,2004-41100-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,3756846,N/A,N/A
9/30/03,2003-41100-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,3531161,N/A,N/A
9/30/02,2002-41100-04800,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,3479578,N/A,N/A
2/21/24,NI24AHDRXXXXG057,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,34450,Animal Health and Disease Research Program,Animal Health Formula Program
2/21/24,NI24AHDRXXXXG050,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1206,Animal Health and Disease Research Program,Animal Health Formula Program
12/1/22,NI23AHDRXXXXG062,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,86126,Animal Health and Disease Research Program,Animal Health Formula Program
11/29/22,NI23AHDRXXXXG051,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,3014,Animal Health and Disease Research Program,Animal Health Formula Program
5/26/22,NI22AHDRXXXXG072,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,88576,Animal Health and Disease Research Program,Animal Health Formula Program
12/6/21,NI22AHDRXXXXG066,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,6014,Animal Health and Disease Research Program,Animal Health Formula Program
12/6/21,NI22AHDRXXXXG064,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,0,Animal Health and Disease Research Program,Animal Health Formula Program
4/12/21,NI21AHDRXXXXG049,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,15563,Animal Health and Disease Research Program,Animal Health Formula Program
4/12/21,NI21AHDRXXXXG028,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,88889,Animal Health and Disease Research Program,Animal Health Formula Program
9/3/20,NI20AHDRXXXXG064,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,86526,Animal Health and Disease Research Program,Animal Health Formula Program
9/3/20,NI20AHDRXXXXG058,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,18858,Animal Health and Disease Research Program,Animal Health Formula Program
9/5/19,NI19AHDRXXXXG063,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,22666,Animal Health and Disease Research Program,Animal Health Formula Program
9/5/19,NI19AHDRXXXXG062,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,89488,Animal Health and Disease Research Program,Animal Health Formula Program
9/7/18,NI18AHDRXXXXG055,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,98130,Animal Health and Disease Research Program,Animal Health Formula Program
9/5/18,NI18AHDRXXXXG054,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,16397,Animal Health and Disease Research Program,Animal Health Formula Program
9/13/17,NI17AHDRXXXXG062,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,91277,Animal Health and Disease Research Program,Animal Health Formula Program
9/1/17,NI17AHDRXXXXG027,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,17443,Animal Health and Disease Research Program,Animal Health Formula Program
9/30/10,2010-36100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,3672,N/A,N/A
9/30/10,2010-36100-05307,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,75305,N/A,N/A
9/30/09,2009-36100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,3380,N/A,N/A
9/30/09,2009-36100-05307,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,75394,N/A,N/A
9/30/08,2008-36100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,8792,N/A,N/A
9/30/08,2008-36100-05307,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,124456,N/A,N/A
9/30/07,2007-36100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,11756,N/A,N/A
9/30/07,2007-36100-05307,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,114199,N/A,N/A
9/30/06,2006-36100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,11656,N/A,N/A
9/30/06,2006-36100-05307,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,113232,N/A,N/A
9/30/05,2005-36100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,11606,N/A,N/A
9/30/05,2005-36100-05307,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,113360,N/A,N/A
9/30/04,2004-36100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,9270,N/A,N/A
9/30/04,2004-36100-05307,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,91833,N/A,N/A
9/30/03,2003-36100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,11559,N/A,N/A
9/30/03,2003-36100-05307,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,112638,N/A,N/A
9/30/02,2002-36100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,10872,N/A,N/A
9/30/02,2002-36100-05307,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,105756,N/A,N/A
2/21/24,NI24MSCFRXXXG071,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,191953,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
11/23/22,NI23MSCFRXXXG068,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,479884,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
11/26/21,NI22MSCFRXXXG022,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,476530,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
12/28/20,NI21MSCFRXXXG070,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,494706,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
5/21/20,NI20MSCFRXXXG037,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,487338,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
3/5/19,NI19MSCFRXXXG034,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,475265,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
4/2/18,NI18MSCFRXXXG018,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,463451,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
4/11/17,NI17MSCFRXXXG009,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,462282,McIntire-Stennis Cooperative Forestry Research,McIntire-Stennis Cooperative Forestry Research
9/30/10,2010-32100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,398129,N/A,N/A
9/30/09,2009-32100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,381042,N/A,N/A
9/30/08,2008-32100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,342311,N/A,N/A
9/30/07,2007-32100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,417706,N/A,N/A
9/30/06,2006-32100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,290393,N/A,N/A
9/30/05,2005-32100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,301591,N/A,N/A
9/30/04,2004-32100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,295535,N/A,N/A
9/30/03,2003-32100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,308019,N/A,N/A
9/30/02,2002-32100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,320751,N/A,N/A
2/20/24,NI24HMFPXXXXG052,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,898674,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
11/23/22,NI23HMFPXXXXG040,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2246685,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
11/22/21,NI22HMFPXXXXG011,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2247797,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
12/11/20,NI21HMFPXXXXG043,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2208947,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
5/13/20,NI20HMFPXXXXG022,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2190747,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
2/21/19,NI19HMFPXXXXG022,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1848682,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
3/1/18,NI18HMFPXXXXG034,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1790416,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
4/5/17,NI17HMFPXXXXG007,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1881357,Hatch Act of 1887(Multistate Research Fund),Hatch Formula Programs
9/30/10,2010-31200-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1421817,N/A,N/A
9/30/09,2009-31200-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1525712,N/A,N/A
9/30/08,2008-31200-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1448539,N/A,N/A
9/30/07,2007-31200-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2126026,N/A,N/A
9/30/06,2006-31200-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1357945,N/A,N/A
9/30/05,2005-31200-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1459444,N/A,N/A
9/30/04,2004-31200-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1463604,N/A,N/A
9/30/03,2003-31200-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1463618,N/A,N/A
9/30/02,2002-31200-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1473102,N/A,N/A
2/22/24,NI24HFPXXXXXG022,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1161802,Hatch Act of 1887,Hatch Formula Programs
11/22/22,NI23HFPXXXXXG037,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2914711,Hatch Act of 1887,Hatch Formula Programs
12/6/21,NI22HFPXXXXXG053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2884173,Hatch Act of 1887,Hatch Formula Programs
12/16/20,NI21HFPXXXXXG029,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2882474,Hatch Act of 1887,Hatch Formula Programs
4/22/20,NI20HFPXXXXXG004,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2892985,Hatch Act of 1887,Hatch Formula Programs
2/7/19,NI19HFPXXXXXG010,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2903496,Hatch Act of 1887,Hatch Formula Programs
3/1/18,NI18HFPXXXXXG009,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2727219,Hatch Act of 1887,Hatch Formula Programs
4/4/17,NI17HFPXXXXXG002,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2725101,Hatch Act of 1887,Hatch Formula Programs
9/30/10,2010-31100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2450561,N/A,N/A
9/30/09,2009-31100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2363646,N/A,N/A
9/30/08,2008-31100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2226283,N/A,N/A
9/30/07,2007-31100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,3710112,N/A,N/A
9/30/06,2006-31100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,1994637,N/A,N/A
9/30/05,2005-31100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2014526,N/A,N/A
9/30/04,2004-31100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2019327,N/A,N/A
9/30/03,2003-31100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2017883,N/A,N/A
9/30/02,2002-31100-06053,N/A,N/A,WASHINGTON,WASHINGTON STATE UNIVERSITY,2038580,N/A,N/A
12/18/01,2002-35204-11688,2001-02282,CD4+ T-Cell IFN-y Expression in Bovines Infected with M. paratuberculosis,WASHINGTON,WASHINGTON STATE UNIVERSITY,116742,Animal Protection & Biosecurity,National Research Initiative Competitive Grants Program
12/12/01,2002-35201-11683,2001-02469,Engineered Enzyme-Based Time Temperature Indicators (TTIs) for Validating Food Pasteurization Processes,WASHINGTON,WASHINGTON STATE UNIVERSITY,194568,Food Safety,National Research Initiative Competitive Grants Program
12/20/01,2002-35206-11677,2001-03251,Physiological Effects of Mitochondrial Substitution in Rainbow Trout,WASHINGTON,WASHINGTON STATE UNIVERSITY,135000,Animal Growth and Nutrient Utilization,National Research Initiative Competitive Grants Program
12/12/01,2002-35205-11648,2001-03260,Prion Allelic Usage in Genetic Resistance to Sheep Scrapie,WASHINGTON,WASHINGTON STATE UNIVERSITY,199997,Animal Genome,National Research Initiative Competitive Grants Program
10/8/01,2001-35318-10990,2001-03503,Engineering High Quality Crops by Optimizing Organic Nitrogen Transport Processes,WASHINGTON,WASHINGTON STATE UNIVERSITY,135000,Agricultural Plant Biochemistry,National Research Initiative Competitive Grants Program
1/9/02,2002-38420-11725,2001-05613,Food and Agricultural Sciences National Needs Graduate Fellowship Grants Program,WASHINGTON,WASHINGTON STATE UNIVERSITY,276000,Food Science/Human Nutrition,National Needs Graduate Fellowship Grant Program
12/20/01,1998-35205-11723,2001-05704,Mapping the Rainbow Trout Genome,WASHINGTON,WASHINGTON STATE UNIVERSITY,5689,Animal Genome,National Research Initiative Competitive Grants Program
11/5/01,00-35302-11595,2002-00464,Regulation of Caste Fate in the Polyembryonic Wasp Copidosoma Floridanum,WASHINGTON,WASHINGTON STATE UNIVERSITY,40116,Organismal & Population Biology of Arthropods & Nematodes,National Research Initiative Competitive Grants Program
