Award Date,Grant Number,Proposal Number,Grant Title,State Name,Grantee Name,Award Dollars,Program Name,Program Area Name
2021-10-27,2022-67014-36211,2021-07602,PLANT BREEDING PARTNERSHIP: Genomics-enabled wheat breeding to accelerate development of dwarf bunt resistant cultivars,IDAHO,SAES - UNIVERSITY OF IDAHO,800000,Plant Health and Production and Plant Products:  Plant Breeding for Agricultural Production,Agriculture and Food Research Initiative
2021-11-08,2022-67017-36315,2021-08178,Developing A Novel Liquid-Phase Plasma Discharge Technology for Nonthermal and Continuous Milk Processing,IDAHO,UNIVERSITY OF IDAHO,602800,Food Safety and Defense,Agriculture and Food Research Initiative
2022-05-06,2022-67012-37396,2021-08370,Advancing technological and fundamental skillsets of next generation forest operations workforces through enhanced education and extension,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,224165,Agricultural Engineering,Agriculture and Food Research Initiative
2021-10-15,2022-67013-36138,2021-08446,Characterization of the cyst nematode effector and host susceptibility genes to develop nematode resistance in potato,IDAHO,SAES - UNIVERSITY OF IDAHO,681158,Pests and Beneficial Species in Agricultural Production Systems,Agriculture and Food Research Initiative
2021-11-02,2022-67013-36270,2021-08460,Investigating the shifting distribution and outbreak potential of a Pacific Northwest coniferous forest pest - the Pandora Pine Moth,IDAHO,SAES - UNIVERSITY OF IDAHO,245330,Pests and Beneficial Species in Agricultural Production Systems,Agriculture and Food Research Initiative
2021-12-13,2022-67022-36600,2021-08554,Nanoparticle-based separation of plant extracellular vesicles for silencing virulence genes,IDAHO,UNIVERSITY OF IDAHO,200000,Agriculture Systems and Technology: Nanotechnology for Agricultural and Food Systems,Agriculture and Food Research Initiative
2021-11-17,2022-68018-36258,2021-08927,A Metacognition-Driven Professional Development Program for Educators of Farm to Early Care and Education in South Central Idaho,IDAHO,SAES - UNIVERSITY OF IDAHO,500000,Professional Development for Agricultural Literacy,Agriculture and Food Research Initiative
2021-10-12,2022-67020-36110,2021-09118,Synergistic response of soil function and biodiversity to multiple soil health management practices,IDAHO,SAES - UNIVERSITY OF IDAHO,749832,Foundational Program:  Soil Health,Agriculture and Food Research Initiative
2022-03-18,2022-67018-37100,2021-09340,"Improving yield, shelf stability, and sensory characteristics of meats using novel mustard derived value-added products",IDAHO,SAES - UNIVERSITY OF IDAHO,270060,Novel Foods and Innovative Manufacturing Technologies,Agriculture and Food Research Initiative
2021-12-23,2022-67011-36633,2021-09423,Investigating the effects of soil arthropods on crop growth and performance,IDAHO,SAES - UNIVERSITY OF IDAHO,119999,AFRI Predoctoral Fellowships,Agriculture and Food Research Initiative
2022-03-28,2022-67020-37131,2021-09754,Sustaining ecosystem services in agricultural landscapes through a better understanding of decision-support systems,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,0,"Renewable Energy, Natural Resources, and Environment: Agroecosystem Management",Agriculture and Food Research Initiative
2021-12-13,2022-68006-36434,2021-10052,Advancing tribal food system-based economic development in northern Idaho,IDAHO,SAES - UNIVERSITY OF IDAHO,650000,Innovation for Rural Entrepreneurs and Communities,Agriculture and Food Research Initiative
2022-06-15,2022-67022-37607,2021-10445,Phytic Acid Based Bio-fire Retardants for Green Wood Building Materials Protection  ,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,300000,Biorefining and Biomanufacturing,Agriculture and Food Research Initiative
2022-06-23,2022-67022-37611,2021-10451,Efficient Production Of Plasma Activated Water As A Green Fungicide For Controlling And Mitigating Crop Diseases,IDAHO,UNIVERSITY OF IDAHO,299985,Biorefining and Biomanufacturing,Agriculture and Food Research Initiative
2021-08-09,2019-49400-30034,2021-10601,Expanding beginning farmers and ranchers business and marketing acumen in a complex legal environment.,IDAHO,SAES - UNIVERSITY OF IDAHO,189308,"Beginning Farmer and Rancher Development Program, Standard",Beginning Farmer and Rancher
2022-05-04,2022-68017-37318,2021-10916,Technology to Manage Livestock Location Within RANGE and REALITY.,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,981000,Inter-Disciplinary Engagement in Animal Systems ,Agriculture and Food Research Initiative
2021-08-18,2019-41520-30040,2021-10945,"Juntos Idaho, University of Idaho Sustainable Community Project",IDAHO,SAES - UNIVERSITY OF IDAHO,9243,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2021-08-18,2018-41520-28749,2021-10969,"The Juntos Sustainability Community Project: A collaboration between NC State University, NC A&T, and University of Idaho.",NORTH CAROLINA,SAES - NORTH CAROLINA STATE UNIVERSITY,17242,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2022-08-25,2022-67021-37857,2021-11057,PARTNERSHIP: Revisioning precision forestry through tree level monitoring and modeling,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,729251,Agricultural Engineering,Agriculture and Food Research Initiative
2021-08-05,2021-38414-34960,2021-11340,Increasing Agricultural Teacher Candidate Proficiency in Food Security Education,IDAHO,SAES - UNIVERSITY OF IDAHO,18425,Secondary Challenge Program,Secondary Agriculture Education Challenge Grants Program
2022-07-27,2022-41580-37941,2022-03196,Coeur d` Alene - Federally Recognized Tribes Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,90000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2022-08-02,2022-41580-37939,2022-03202,Nez Perce Tribe Reservation - Federally Recognized Tribal Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,90000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2022-07-26,2022-41580-37940,2022-03203,USDA - NIFA Fort Hall Agricultural Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,90000,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2022-04-29,2018-41520-28749,2022-03908,"The Juntos Sustainability Community Project: A collaboration between NC State University, NC A&T, and University of Idaho.",NORTH CAROLINA,SAES - NORTH CAROLINA STATE UNIVERSITY,280000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2022-04-29,2019-41520-30040,2022-03952,"Juntos Idaho, University of Idaho Sustainable Community Project",IDAHO,SAES - UNIVERSITY OF IDAHO,140000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2022-08-30,2022-70411-38308,2022-04094,New Beginning for Tribal Students III: UI NBTS CRIRLE,IDAHO,UNIVERSITY OF IDAHO,250000,New Beginning for Tribal Students,Tribal Grant Programs
2022-06-06,2021-70006-35386,2022-04433,Extension Implementation Plan for IPM in Idaho 2021-2024,IDAHO,SAES - UNIVERSITY OF IDAHO,257602,Extension Implementation Program,Crop Protection and Pest Management
2022-04-29,2021-41520-35353,2022-04539,Juntos Sustainable Community Project: University of Idaho and Washington State University Joint Project,IDAHO,SAES - UNIVERSITY OF IDAHO,280000,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2022-09-02,2022-51181-38335,2022-05295,TRAPI - Truffle research and production initiative,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,50000,Specialty Crop Research Initiative,Specialty Crop Research Initiative
2022-09-14,2022-51181-38450,2022-05299,Systems approach to controlling nematodes in US potato production,IDAHO,SAES - UNIVERSITY OF IDAHO,1521852,Specialty Crop Research Initiative,Specialty Crop Research Initiative
2022-08-12,2022-70005-38273,2022-05761,Dissecting effects of insect-transmitted viruses on yield and quality of forage alfalfa crops,IDAHO,SAES - UNIVERSITY OF IDAHO,299965,Alfalfa and Forage Program,Other Programs
2022-09-01,2022-70007-38317,2022-05994,Efficacy and immunomodulatory property of probiotic C6-6 for early life stage management of coldwater and columnaris disease and coinfection,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,295930,Aquaculture Research,Special Research Grants Program
2022-09-08,2022-70410-38575,2022-06327,Direct analysis in real time mass spectrometry – a versatile and powerful tool for environmental and agricultural research,IDAHO,SAES - UNIVERSITY OF IDAHO,274000,Equipment Grants Program,Other Programs
2022-07-19,2021-38624-35751,2022-06706,Improving canola production and production systems with genetic and agronomic advances to increase canola acreage in the Pacific Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,220518,Supplemental and Alternative Crops,Other Programs
2023-04-03,2023-67016-39658,2022-08119,PARTNERSHIP: Wildfire Smoke And The Dairy Industry; Impacts On Animal Performance And Health And Molecular And Cellular Mechanisms Involved,IDAHO,SAES - UNIVERSITY OF IDAHO,771596,Animal Health and Production and Animal Products: Animal Health and Disease,Agriculture and Food Research Initiative
2023-01-13,2023-67013-39067,2022-08481,Phage-bacteria interactions in honey bee microbiomes: Identifying factors contributing to healthy bees and disease prevention,IDAHO,SAES - UNIVERSITY OF IDAHO,299997,Pollinator Health: Research and Application,Agriculture and Food Research Initiative
2022-10-07,2022-68016-38665,2022-08514,Programming of dairy calf development from intrauterine exposure to wildfire smoke & strategies for farm response to smoldering predicament,IDAHO,SAES - UNIVERSITY OF IDAHO,299985,Rapid Response to Extreme Weather Events Across Food and Agricultural Systems,Agriculture and Food Research Initiative
2023-04-18,2023-69015-39605,2022-08681,PARTNERSHIP: Increasing trout consumption in young children and families for cognitive and mental health benefit,IDAHO,SAES - UNIVERSITY OF IDAHO,1115500,"Diet, Nutrition and the Prevention of Chronic Disease",Agriculture and Food Research Initiative
2023-01-20,2023-67014-39159,2022-08761,Smart nematicidal system for targeted control of invasive nematodes,IDAHO,SAES - UNIVERSITY OF IDAHO,300000,Pests and Beneficial Species in Agricultural Production Systems,Agriculture and Food Research Initiative
2023-06-01,2023-68018-40323,2022-09085,SUPERMinDS: Sustainable Undergraduate Program for Extension/Research/Management in Data Science,IDAHO,SAES - UNIVERSITY OF IDAHO,749999,Research and Extension Experiences for Undergraduates,Agriculture and Food Research Initiative
2023-04-17,2023-67020-39699,2022-09254,"Fate Of Phosphorus In Land Treatment System: A Study At Post Falls, Id Forest Water Reclamation Facility",IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,300000,Foundational Program:  Agricultural Water Science,Agriculture and Food Research Initiative
2023-05-10,2023-67012-40085,2022-09652,Resolving the impact of wildfire smoke on forest carbon cycling,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,225000,"Renewable Energy, Natural Resources, and Environment: Agroecosystem Management",Agriculture and Food Research Initiative
2023-03-02,2023-69008-39276,2022-10068,Meeting the Critical Needs for Targeted Marketing and Risk Management Strategies for Idaho Grain Producers,IDAHO,SAES - UNIVERSITY OF IDAHO,300000,Critical Agricultural Research and Extension: CARE,Agriculture and Food Research Initiative
2023-08-31,2023-67023-40534,2022-10358,Increasing profitability of women-operated farms and ranches in the US & Idaho: Implications of Resource Access & Enterprise Diversification,IDAHO,UNIVERSITY OF IDAHO,649997,Agriculture Economics and Rural Communities: Small and Medium-Sized Farms,Agriculture and Food Research Initiative
2023-04-03,2023-67013-39411,2022-10955,PARTNERSHIP: Impacts of fertilization treatments on the mortality and post-fire productivity of northwestern and southeastern Pinus species,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,792650,Physiology of Agricultural Plants,Agriculture and Food Research Initiative
2023-06-15,2023-67011-40518,2022-11387,"Implications of agricultural antibiotics and global change on soil microbial communities, soil carbon cycling, and nutrient cycling.",IDAHO,SAES - UNIVERSITY OF IDAHO,119755,AFRI Predoctoral Fellowships,Agriculture and Food Research Initiative
2023-05-23,2023-67011-40391,2022-11389,"Utilizing Biomechanical Engineering Methodologies, and Devices to Aid in Plant Scientists in Quantifying Crop Lodging Resistance",IDAHO,UNIVERSITY OF IDAHO,180000,AFRI Predoctoral Fellowships,Agriculture and Food Research Initiative
2023-06-15,2023-67020-40442,2022-12001,"The 2023 Western Water Congress: A Conference for Building Capacity for a Climate -Smart West with Extension, Research and Education",IDAHO,SAES - UNIVERSITY OF IDAHO,50000,Foundational Program:  Agricultural Water Science,Agriculture and Food Research Initiative
2023-09-01,2023-67037-41120,2022-12194,AgriScience Technology Pathways (ATP),IDAHO,SAES - UNIVERSITY OF IDAHO,750000,Food and Agricultural Non-formal Education,Agriculture and Food Research Initiative
2023-08-23,2023-69018-41016,2022-12195,Stimulating 4-H youth for future workforce development through hands-on non-formal STEM learning in rural settings,IDAHO,SAES - UNIVERSITY OF IDAHO,748965,Food and Agricultural Non-formal Education,Agriculture and Food Research Initiative
2023-06-29,2019-41520-30040,2023-04536,"Juntos Idaho, University of Idaho Sustainable Community Project",IDAHO,SAES - UNIVERSITY OF IDAHO,143590,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2023-08-11,2022-41580-37941,2023-04588,Coeur d` Alene - Federally Recognized Tribes Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,110500,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2023-08-15,2022-41580-37939,2023-04589,Nez Perce Tribe Reservation - Federally Recognized Tribal Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,110500,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2023-08-15,2022-41580-37940,2023-04614,USDA - NIFA Fort Hall Agricultural Extension Program,IDAHO,SAES - UNIVERSITY OF IDAHO,110500,EIRP Indian Reservation Program,"Smith-Lever 3B, 3C, and 3D Programs"
2023-09-12,2023-49400-40889,2023-04861,Beef 101: Pacific Northwest Beginning Rancher Development Program,IDAHO,SAES - UNIVERSITY OF IDAHO,479098,"Beginning Farmer and Rancher Development Program, Standard",Beginning Farmer and Rancher
2023-08-30,2023-70410-41214,2023-05393,Acquisition of a UAS-mounted aerial Lidar system to support agricultural and natural-resources research.,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,123163,Equipment Grants Program,Other Programs
2023-06-15,2021-41520-35353,2023-05527,Juntos Sustainable Community Project: University of Idaho and Washington State University Joint Project,IDAHO,SAES - UNIVERSITY OF IDAHO,287179,Youth at Risk,"Smith-Lever 3B, 3C, and 3D Programs"
2023-11-20,2024-38413-41458,2023-05720,University of Idaho Multicultural Scholars,IDAHO,SAES - UNIVERSITY OF IDAHO,247500,Multicultural Scholars,Multicultural Scholars Program
2023-09-18,2023-70411-41166,2023-05949,University of Idaho Path to Wisdom: Cultivating Indigenous Knowledge through Family and Community,IDAHO,UNIVERSITY OF IDAHO,276767,New Beginning for Tribal Students,Tribal Grant Programs
2023-08-15,2021-70006-35386,2023-06178,Extension Implementation Plan for IPM in Idaho 2021-2024,IDAHO,SAES - UNIVERSITY OF IDAHO,268326,Extension Implementation Program,Crop Protection and Pest Management
2023-07-25,2021-38624-35751,2023-06768,Improving canola production and production systems with genetic and agronomic advances to increase canola acreage in the Pacific Northwest,IDAHO,SAES - UNIVERSITY OF IDAHO,224984,Supplemental and Alternative Crops,Other Programs
2023-08-04,2022-51181-38450,2023-06777,Systems approach to controlling nematodes in US potato production,IDAHO,SAES - UNIVERSITY OF IDAHO,5274299,Specialty Crop Research Initiative,Specialty Crop Research Initiative
2023-09-11,2023-77046-41255,2023-07036,Idaho Meat Science Innovation Center,IDAHO,SAES - UNIVERSITY OF IDAHO,481755,Research Facilities Act Program,Other Programs
2024-02-09,2024-67012-41932,2023-09727,Ontogeny of lymphoid organs and immunoglobulin producing cells in burbot (Lota lota).,IDAHO,FRST - UNIVERSITY OF IDAHO-FORESTRY SCHOOL,205166,Animal Health and Production and Animal Products: Animal Health and Disease,Agriculture and Food Research Initiative
